Hand_ID,Session_ID,Game_start,Game_duration,Hole_Card,Hand_Value,Winner,Pot,WinLoss,Leaderboard_points,Insurance
SG3295,3295,"July 12, 2021, 12:00:00 AM",02:40,5C/QC,A High,Andrew Davis,0.27,0.52,0.51,0.75
SG3296,3296,"August 28, 2021, 12:00:00 AM",00:50,KS/8C,8 High,Juan Myers,0.1,0.42,0.31,0.49
SG3297,3297,"July 27, 2021, 12:00:00 AM",13:10,10D/2H,Pair of As,Kara Castillo,0.57,0.93,0.71,0.51
SG3298,3298,"January 28, 2022, 12:00:00 AM",01:55,KS/4H,A High,Christine Walker DDS,0.72,0.4,0.37,0.61
SG3299,3299,"June 01, 2022, 12:00:00 AM",19:20,8D/KD,8 High,Heather Gutierrez,0.78,0.69,0.29,0.24
SG3300,3300,"February 19, 2022, 12:00:00 AM",21:20,4D/4H,Pair of As,Miss Teresa James,0.86,0.4,0.14,0.27
SG3301,3301,"August 27, 2021, 12:00:00 AM",20:35,2H/9D,10 High,Mary Thomas,0.21,0.8,0.13,0.4
SG3302,3302,"January 11, 2022, 12:00:00 AM",15:50,4S/3C,Pair of 2s,Ronald Frazier,0.9,0.34,0.24,0.05
SG3303,3303,"September 21, 2021, 12:00:00 AM",17:50,10S/QC,Pair of 2s,Darrell Thompson,0.34,0.42,0.65,0.65
SG3304,3304,"August 24, 2021, 12:00:00 AM",07:30,3C/JC,8 High,Kevin Thornton,0.04,0.24,0.61,0.67
SG3305,3305,"March 16, 2022, 12:00:00 AM",16:55,JC/6S,Pair of As,Jennifer Huber,0.29,0.53,0.74,0.53
SG3306,3306,"November 16, 2021, 12:00:00 AM",23:55,9H/10H,A High,Thomas Burns,0.69,0.99,0.78,0.36
SG3307,3307,"April 08, 2022, 12:00:00 AM",12:00,8H/4D,Pair of 2s,Jack Mckenzie,0.28,0.33,0.45,0.45
SG3308,3308,"April 29, 2022, 12:00:00 AM",22:50,6C/KS,8 High,Ashley Ross,0.74,0.72,0.34,0.97
SG3309,3309,"March 10, 2022, 12:00:00 AM",22:45,3C/AH,8 High,Justin Smith,0.01,0.1,0.9,0.37
SG3310,3310,"December 07, 2021, 12:00:00 AM",00:50,2H/6D,8 High,Brent Solomon,0.73,0.3,0.67,0.18
SG3311,3311,"August 16, 2021, 12:00:00 AM",09:25,AC/3H,A High,Jeffrey Cortez,0.52,0.34,0.62,0.39
SG3312,3312,"May 18, 2022, 12:00:00 AM",22:35,5S/2D,8 High,Lindsey Gates,0.99,0.95,0.81,0.52
SG3313,3313,"September 24, 2021, 12:00:00 AM",10:15,4S/3S,Pair of As,Catherine Adkins,0.24,0.9,0.29,0.37
SG3314,3314,"January 15, 2022, 12:00:00 AM",07:20,6D/2D,Pair of 2s,David Berg,0.3,0.36,0.47,0.3
SG3315,3315,"April 20, 2022, 12:00:00 AM",12:10,4C/6D,10 High,Joseph Lee,0.16,0.54,0.11,0.62
SG3316,3316,"July 23, 2021, 12:00:00 AM",01:00,3H/10S,Pair of 2s,Andrew Ramirez,0.89,0.34,0.39,0.1
SG3317,3317,"January 01, 2022, 12:00:00 AM",15:15,4S/JC,A High,Joseph Curry,0.68,0.82,0.24,0.21
SG3318,3318,"February 07, 2022, 12:00:00 AM",14:45,KC/4C,Pair of 2s,Mary Smith,0.34,0.2,0.91,0.43
SG3319,3319,"September 29, 2021, 12:00:00 AM",15:35,2C/9S,A High,Justin Morris,0.62,0.42,0.72,0.41
SG3320,3320,"September 19, 2021, 12:00:00 AM",02:35,9S/10H,10 High,Melissa Davenport,0.59,0.93,0.1,0.38
SG3321,3321,"August 23, 2021, 12:00:00 AM",10:10,3H/QD,A High,Aaron Wallace,0.95,0.75,0.73,0.04
SG3322,3322,"December 24, 2021, 12:00:00 AM",06:30,QC/6C,A High,Bethany Duran,0.12,0.6,0.66,0.57
SG3323,3323,"August 08, 2021, 12:00:00 AM",05:45,8D/4D,A High,Wendy Johnson,0.36,0.64,0.92,0.24
SG3324,3324,"February 12, 2022, 12:00:00 AM",05:15,6C/JD,Pair of 2s,James Winters,0.77,0.4,0.13,0.38
SG3325,3325,"January 06, 2022, 12:00:00 AM",23:10,10H/10S,Pair of As,William Martin,0.06,0.19,0.97,0.02
SG3326,3326,"December 09, 2021, 12:00:00 AM",10:25,9S/10C,Pair of 2s,David Hall,0.67,0.1,0.95,0.08
SG3327,3327,"April 06, 2022, 12:00:00 AM",21:10,6H/5D,A High,Brent Day,0.48,0.45,0.97,0.03
SG3328,3328,"April 02, 2022, 12:00:00 AM",06:15,5S/7C,10 High,William King,0.23,0.46,1.0,0.18
SG3329,3329,"August 27, 2021, 12:00:00 AM",21:45,QC/4D,8 High,Jacqueline Garrison,0.47,0.59,0.52,0.87
SG3330,3330,"June 15, 2021, 12:00:00 AM",13:05,5D/6H,10 High,Erin Parker,0.14,0.09,0.79,0.2
SG3331,3331,"March 20, 2022, 12:00:00 AM",00:00,2S/KD,A High,Anthony Turner,0.83,0.89,0.47,0.61
SG3332,3332,"July 26, 2021, 12:00:00 AM",09:30,8H/10S,Pair of As,Kevin Daniel,0.36,0.6,0.12,0.41
SG3333,3333,"September 28, 2021, 12:00:00 AM",12:15,3H/9D,10 High,Paul Murphy,0.94,0.28,0.73,0.63
SG3334,3334,"February 02, 2022, 12:00:00 AM",15:35,QC/7H,Pair of 2s,Richard Anthony,0.38,0.8,0.01,0.16
SG3335,3335,"December 27, 2021, 12:00:00 AM",10:45,9H/5H,A High,Bobby Terrell,0.11,0.0,0.31,0.69
SG3336,3336,"October 13, 2021, 12:00:00 AM",11:25,QC/JD,8 High,Renee Khan,0.8,0.52,0.53,0.03
SG3337,3337,"April 21, 2022, 12:00:00 AM",02:00,2S/KH,A High,Justin Miller,0.83,0.53,0.18,0.85
SG3338,3338,"June 23, 2021, 12:00:00 AM",15:55,KC/AS,Pair of 2s,Curtis Green,0.16,0.41,0.42,0.57
SG3339,3339,"April 15, 2022, 12:00:00 AM",14:30,8S/KD,10 High,Jennifer Davis,0.59,0.73,0.48,0.26
SG3340,3340,"June 28, 2021, 12:00:00 AM",08:00,KH/QS,A High,Grace Douglas,0.99,0.15,0.48,0.21
SG3341,3341,"May 03, 2022, 12:00:00 AM",07:15,7C/10C,10 High,Kenneth Simpson,0.93,0.48,0.16,0.62
SG3342,3342,"March 26, 2022, 12:00:00 AM",11:15,7H/8S,10 High,Bethany Daniels,0.11,0.14,0.3,0.38
SG3343,3343,"February 07, 2022, 12:00:00 AM",19:50,6H/5H,8 High,Nancy Bailey,0.23,0.86,0.3,0.2
SG3344,3344,"October 17, 2021, 12:00:00 AM",06:55,2H/6D,Pair of 2s,Tony Perez,1.0,0.75,0.33,0.11
SG3345,3345,"January 01, 2022, 12:00:00 AM",17:40,2C/4D,10 High,Sherry Gonzales,0.92,0.2,0.19,0.63
SG3346,3346,"December 08, 2021, 12:00:00 AM",16:35,10C/AS,8 High,Scott Flowers,0.52,0.65,0.57,0.2
SG3347,3347,"November 22, 2021, 12:00:00 AM",21:35,QH/3D,8 High,Sara Rodriguez,0.8,0.96,0.82,0.55
SG3348,3348,"January 01, 2022, 12:00:00 AM",02:55,4S/2S,A High,Amanda Becker,0.24,0.07,0.97,0.1
SG3349,3349,"January 29, 2022, 12:00:00 AM",07:35,AC/JD,Pair of As,Michael Flores,0.91,0.3,0.98,0.36
SG3350,3350,"April 28, 2022, 12:00:00 AM",22:45,KC/2S,Pair of 2s,Paul Stokes,0.4,0.56,0.53,0.27
SG3351,3351,"September 27, 2021, 12:00:00 AM",15:10,3S/7C,10 High,Ross Chavez,0.35,0.51,0.16,0.61
SG3352,3352,"December 29, 2021, 12:00:00 AM",12:35,4S/7D,10 High,Jody Davis,0.12,0.81,0.99,0.21
SG3353,3353,"August 03, 2021, 12:00:00 AM",12:35,AH/5D,A High,David Murphy,0.45,0.27,0.55,0.9
SG3354,3354,"May 11, 2022, 12:00:00 AM",01:40,9C/8D,10 High,Stephanie Lee,0.02,0.26,0.09,0.63
SG3355,3355,"August 28, 2021, 12:00:00 AM",14:20,6D/4H,Pair of 2s,Megan Harper,0.57,0.41,0.52,0.26
SG3356,3356,"April 27, 2022, 12:00:00 AM",05:55,AC/7D,8 High,Dr. Jennifer Haynes DDS,0.94,0.03,0.65,0.07
SG3357,3357,"July 15, 2021, 12:00:00 AM",07:35,QS/8D,Pair of As,Melody Blake,0.48,0.39,0.12,0.32
SG3358,3358,"March 02, 2022, 12:00:00 AM",11:45,9H/AD,8 High,Ronald Byrd,0.89,0.8,0.41,0.33
SG3359,3359,"September 14, 2021, 12:00:00 AM",04:25,5S/5C,Pair of 2s,Michael Bell,0.31,0.49,0.97,0.94
SG3360,3360,"December 08, 2021, 12:00:00 AM",21:10,7C/KC,A High,Katherine Chavez MD,0.86,0.05,0.95,0.17
SG3361,3361,"October 01, 2021, 12:00:00 AM",19:25,JH/6D,Pair of 2s,Dr. Jaime Torres DVM,0.42,0.82,0.86,0.16
SG3362,3362,"January 01, 2022, 12:00:00 AM",01:00,5C/9D,Pair of 2s,Eugene Ross,0.4,0.61,0.03,0.91
SG3363,3363,"December 31, 2021, 12:00:00 AM",13:55,7S/6D,10 High,Megan Pope MD,0.06,0.77,0.72,0.81
SG3364,3364,"July 23, 2021, 12:00:00 AM",04:40,4C/8C,Pair of As,Michael Gilmore,0.15,0.46,0.04,0.74
SG3365,3365,"May 12, 2022, 12:00:00 AM",17:50,KD/9D,8 High,Jonathan Mitchell,0.4,0.15,0.2,0.08
SG3366,3366,"July 04, 2021, 12:00:00 AM",07:10,AC/10S,10 High,David Rodriguez,0.66,0.34,0.14,0.22
SG3367,3367,"January 16, 2022, 12:00:00 AM",17:30,6C/QD,8 High,Cynthia Hahn,0.74,0.42,0.55,0.4
SG3368,3368,"September 18, 2021, 12:00:00 AM",22:05,7C/10S,8 High,Christopher Lee,0.12,0.1,0.48,0.49
SG3369,3369,"February 28, 2022, 12:00:00 AM",05:55,10S/9S,A High,Cameron Burgess,0.73,0.03,0.92,0.82
SG3370,3370,"August 30, 2021, 12:00:00 AM",02:00,AC/JS,8 High,Vincent Murray,0.7,0.85,0.05,0.24
SG3371,3371,"November 21, 2021, 12:00:00 AM",17:20,3H/6D,A High,Adrienne Garcia,0.56,0.65,0.63,0.13
SG3372,3372,"January 05, 2022, 12:00:00 AM",19:35,KS/QC,Pair of 2s,Robin Miller,0.1,0.83,0.79,0.83
SG3373,3373,"January 06, 2022, 12:00:00 AM",00:25,JH/7D,A High,Dr. Amy Stewart,0.98,0.86,0.82,0.34
SG3374,3374,"August 10, 2021, 12:00:00 AM",20:45,10C/KD,Pair of As,Autumn Burke,0.03,0.21,0.55,0.89
SG3375,3375,"January 07, 2022, 12:00:00 AM",01:50,QC/5H,A High,Jason Smith,0.91,0.64,0.81,0.19
SG3376,3376,"November 12, 2021, 12:00:00 AM",23:10,6S/QH,A High,Tina Dixon,0.32,0.49,0.21,0.25
SG3377,3377,"June 08, 2021, 12:00:00 AM",23:00,10H/9C,Pair of As,Wendy Gray,0.44,0.79,0.12,0.39
SG3378,3378,"November 24, 2021, 12:00:00 AM",14:20,QD/4S,Pair of 2s,Kevin Blake,0.1,0.97,0.21,0.31
SG3379,3379,"November 17, 2021, 12:00:00 AM",22:00,KD/9S,8 High,Randy Arroyo,0.94,0.76,0.01,0.13
SG3380,3380,"March 24, 2022, 12:00:00 AM",01:45,7C/2S,Pair of 2s,Allen Jennings,0.22,0.41,0.99,0.86
SG3381,3381,"July 25, 2021, 12:00:00 AM",18:35,4D/2D,Pair of 2s,Clayton Harris,0.51,0.29,0.83,0.89
SG3382,3382,"July 10, 2021, 12:00:00 AM",14:15,5C/4D,8 High,Sarah Jackson,0.5,0.77,0.3,1.0
SG3383,3383,"April 08, 2022, 12:00:00 AM",00:45,2S/JH,8 High,Kevin Walters,0.68,0.66,0.7,0.71
SG3384,3384,"June 02, 2022, 12:00:00 AM",21:30,2S/3S,Pair of 2s,Tina Ortiz,0.2,0.97,0.65,0.27
SG3385,3385,"July 07, 2021, 12:00:00 AM",14:40,8D/6C,Pair of 2s,Kevin Reyes,0.33,0.38,0.45,0.67
SG3386,3386,"December 28, 2021, 12:00:00 AM",09:10,9C/3S,8 High,Joanne Sweeney,0.39,0.47,0.92,0.99
SG3387,3387,"August 05, 2021, 12:00:00 AM",00:50,8S/5H,Pair of As,Jill Taylor,0.7,0.53,0.28,0.26
SG3388,3388,"August 07, 2021, 12:00:00 AM",08:30,KS/7D,A High,Christy Weiss,0.33,0.04,0.94,0.08
SG3389,3389,"September 15, 2021, 12:00:00 AM",12:40,6S/9C,8 High,James Smith,0.24,0.83,0.1,0.42
SG3390,3390,"December 09, 2021, 12:00:00 AM",17:45,3D/QH,Pair of 2s,James Stone,0.25,0.9,0.82,0.81
SG3391,3391,"February 13, 2022, 12:00:00 AM",02:30,5C/KH,Pair of 2s,Jason Nelson,0.73,0.13,0.64,0.08
SG3392,3392,"December 19, 2021, 12:00:00 AM",06:25,KD/9H,A High,Peter Boyd,0.02,0.76,0.37,0.85
SG3393,3393,"August 24, 2021, 12:00:00 AM",20:05,4H/5C,Pair of 2s,Megan Martinez,0.02,0.43,0.4,0.83
SG3394,3394,"December 04, 2021, 12:00:00 AM",15:25,8S/AH,10 High,Kevin Lopez,0.34,0.41,0.51,0.18
SG3395,3395,"September 25, 2021, 12:00:00 AM",12:10,10C/QS,Pair of As,Denise Smith,0.93,0.75,0.19,0.6
SG3396,3396,"February 16, 2022, 12:00:00 AM",21:35,10D/2D,10 High,Natalie Keller,0.47,0.96,0.32,0.91
SG3397,3397,"December 06, 2021, 12:00:00 AM",11:10,2D/2C,Pair of 2s,Andrew Clark,0.27,0.21,0.83,0.36
SG3398,3398,"February 04, 2022, 12:00:00 AM",09:30,2S/3C,8 High,Lisa Olson,0.6,0.21,0.36,0.06
SG3399,3399,"September 13, 2021, 12:00:00 AM",05:35,9C/AH,Pair of As,Charles Gill,0.45,0.37,0.66,0.83
SG3400,3400,"May 17, 2022, 12:00:00 AM",04:20,6S/7H,10 High,Victoria Harvey,0.07,0.36,0.57,0.7
SG3401,3401,"November 28, 2021, 12:00:00 AM",18:05,7H/3D,A High,Pam Warner,0.68,0.8,0.19,0.06
SG3402,3402,"June 21, 2021, 12:00:00 AM",16:15,5D/7S,Pair of 2s,Lauren Thomas,0.23,0.24,0.46,0.68
SG3403,3403,"May 06, 2022, 12:00:00 AM",21:40,5C/7S,A High,Vanessa Harris,0.66,0.58,0.71,0.18
SG3404,3404,"August 17, 2021, 12:00:00 AM",05:10,5S/3H,Pair of As,Craig Hebert,0.63,0.63,0.07,0.95
SG3405,3405,"December 23, 2021, 12:00:00 AM",04:45,KD/5C,Pair of 2s,Jessica Romero,0.98,0.12,0.01,0.81
SG3406,3406,"November 28, 2021, 12:00:00 AM",16:00,KD/2C,10 High,Ronald Dixon,0.68,0.66,0.69,0.91
SG3407,3407,"March 27, 2022, 12:00:00 AM",05:30,9S/8S,8 High,Christina Hall,0.53,0.07,0.98,0.32
SG3408,3408,"September 11, 2021, 12:00:00 AM",07:00,7C/8H,8 High,Ashley Todd,0.92,0.36,0.22,0.68
SG3409,3409,"November 23, 2021, 12:00:00 AM",15:05,6H/3S,Pair of As,Cynthia Russell,0.36,0.31,0.45,0.5
SG3410,3410,"March 03, 2022, 12:00:00 AM",18:55,10H/AD,Pair of 2s,Sherry Alexander,0.37,0.46,0.89,0.08
SG3411,3411,"February 19, 2022, 12:00:00 AM",12:25,8S/AC,A High,Kyle Freeman,0.33,0.93,0.01,0.44
SG3412,3412,"September 25, 2021, 12:00:00 AM",20:30,4D/JD,8 High,Sara Smith,0.77,0.67,0.32,0.87
SG3413,3413,"August 03, 2021, 12:00:00 AM",18:15,5H/QS,Pair of 2s,Elizabeth Wood,0.81,0.95,0.35,0.22
SG3414,3414,"March 01, 2022, 12:00:00 AM",10:50,6C/5S,Pair of 2s,Nichole Wilkins,0.19,0.94,1.0,0.31
SG3415,3415,"April 30, 2022, 12:00:00 AM",18:10,6D/4C,A High,Sonya Johnson,0.3,0.32,0.17,0.01
SG3416,3416,"May 05, 2022, 12:00:00 AM",12:55,KC/4H,Pair of 2s,Thomas Martin,0.78,0.41,0.52,0.73
SG3417,3417,"April 21, 2022, 12:00:00 AM",15:20,2D/3H,Pair of As,Jasmine Lynch,0.45,0.19,0.86,0.0
SG3418,3418,"October 06, 2021, 12:00:00 AM",02:00,5D/2D,8 High,Madison Cohen,0.81,0.68,0.73,0.19
SG3419,3419,"April 29, 2022, 12:00:00 AM",16:35,10H/4H,Pair of 2s,Kristina Foley,0.95,0.26,0.91,0.49
SG3420,3420,"January 15, 2022, 12:00:00 AM",17:50,10D/2H,Pair of 2s,William Tapia,0.04,0.38,0.62,0.95
SG3421,3421,"November 27, 2021, 12:00:00 AM",01:40,2S/8S,8 High,Raymond Brown,0.35,0.12,0.76,0.04
SG3422,3422,"March 04, 2022, 12:00:00 AM",02:20,7H/2S,A High,Becky Nelson,0.91,0.31,0.08,0.69
SG3423,3423,"April 15, 2022, 12:00:00 AM",23:45,2D/4S,8 High,Kimberly Kelley,0.67,0.04,0.13,0.07
SG3424,3424,"August 24, 2021, 12:00:00 AM",20:55,5C/10C,Pair of 2s,Claudia Day,0.86,0.75,0.21,0.35
SG3425,3425,"November 07, 2021, 12:00:00 AM",22:30,2D/QD,Pair of As,Michael Harrison,0.71,0.42,0.55,0.68
SG3426,3426,"February 07, 2022, 12:00:00 AM",14:30,2H/9S,8 High,Adam Turner,0.74,0.39,0.73,0.58
SG3427,3427,"June 01, 2022, 12:00:00 AM",23:10,JC/QS,Pair of As,Jeffrey Moses,0.6,0.23,0.91,0.78
SG3428,3428,"July 14, 2021, 12:00:00 AM",02:30,2C/8H,A High,Mckenzie Smith,0.12,0.57,0.01,0.47
SG3429,3429,"January 23, 2022, 12:00:00 AM",02:30,JH/9C,10 High,Jose Avery,0.87,0.63,0.76,0.28
SG3430,3430,"July 21, 2021, 12:00:00 AM",01:50,AH/4H,Pair of As,Briana Dennis,0.51,0.34,0.34,0.44
SG3431,3431,"January 10, 2022, 12:00:00 AM",20:10,2C/4D,8 High,Richard Fritz,0.68,0.87,0.93,0.94
SG3432,3432,"July 21, 2021, 12:00:00 AM",16:15,6H/AD,Pair of As,Kimberly Huynh,0.8,0.59,0.48,0.02
SG3433,3433,"January 04, 2022, 12:00:00 AM",20:35,5C/KS,10 High,Amy Hanna,0.74,0.23,0.1,0.36
SG3434,3434,"February 28, 2022, 12:00:00 AM",18:15,5C/3S,10 High,Bruce Johnson,0.85,0.29,0.55,0.21
SG3435,3435,"September 13, 2021, 12:00:00 AM",19:20,10D/AC,A High,Michael Stephens,0.89,0.02,0.28,0.37
SG3436,3436,"February 03, 2022, 12:00:00 AM",02:55,KD/2C,A High,Michael Garcia,0.6,0.13,0.14,0.27
SG3437,3437,"November 18, 2021, 12:00:00 AM",22:00,6C/4C,A High,Brianna Cabrera,0.05,0.38,0.19,0.4
SG3438,3438,"December 26, 2021, 12:00:00 AM",14:30,JS/6C,10 High,Richard Dennis,0.41,0.21,0.14,0.2
SG3439,3439,"September 24, 2021, 12:00:00 AM",10:55,10C/7D,Pair of 2s,Stephanie Ramirez,0.79,0.91,0.02,0.68
SG3440,3440,"December 29, 2021, 12:00:00 AM",19:40,7C/8S,Pair of 2s,Alyssa Norton,0.32,0.23,0.53,0.83
SG3441,3441,"June 28, 2021, 12:00:00 AM",02:35,5D/6D,Pair of As,Keith Garcia,0.62,0.89,0.22,0.22
SG3442,3442,"February 10, 2022, 12:00:00 AM",17:45,2D/4H,Pair of 2s,Matthew Jackson,0.1,0.65,0.52,0.44
SG3443,3443,"November 10, 2021, 12:00:00 AM",14:30,4H/2D,Pair of As,Joshua Miles,0.86,0.91,0.32,0.41
SG3444,3444,"April 07, 2022, 12:00:00 AM",15:15,8D/2D,Pair of 2s,Laura Mendez,0.89,0.92,0.59,0.17
SG3445,3445,"October 14, 2021, 12:00:00 AM",22:25,QS/4H,8 High,Amy Ramirez,0.86,0.5,0.32,0.74
SG3446,3446,"December 01, 2021, 12:00:00 AM",06:40,7C/AD,10 High,Brandon Stewart,0.45,0.64,0.85,0.64
SG3447,3447,"August 29, 2021, 12:00:00 AM",10:00,2S/8H,10 High,Lisa Evans,0.7,0.7,0.76,0.12
SG3448,3448,"May 10, 2022, 12:00:00 AM",04:55,6H/6H,A High,Joshua Ross,0.54,0.7,0.84,0.8
SG3449,3449,"March 17, 2022, 12:00:00 AM",06:50,7C/10S,10 High,William Hale,0.02,0.16,0.99,0.65
SG3450,3450,"February 18, 2022, 12:00:00 AM",20:40,8H/KS,Pair of 2s,Vincent Gallegos,0.79,0.6,0.27,0.15
SG3451,3451,"November 03, 2021, 12:00:00 AM",11:00,AS/8H,Pair of 2s,Alexis Padilla,0.51,0.09,0.89,0.48
SG3452,3452,"January 27, 2022, 12:00:00 AM",17:00,KS/2H,Pair of As,Latasha Cardenas,0.71,0.34,0.64,0.44
SG3453,3453,"May 01, 2022, 12:00:00 AM",03:05,7H/10C,Pair of As,Elizabeth Marks,0.46,0.94,0.44,0.24
SG3454,3454,"June 04, 2021, 12:00:00 AM",01:40,2C/3D,A High,Donna Garrett,0.84,0.77,0.26,0.2
SG3455,3455,"August 20, 2021, 12:00:00 AM",12:20,3D/8D,10 High,Ms. Nicole Hahn,0.05,0.13,0.86,0.18
SG3456,3456,"March 20, 2022, 12:00:00 AM",08:40,JH/7H,8 High,John Hicks,0.53,0.49,0.72,0.3
SG3457,3457,"December 24, 2021, 12:00:00 AM",01:15,7D/KC,Pair of As,Brenda Brown,0.41,0.31,0.17,0.7
SG3458,3458,"December 10, 2021, 12:00:00 AM",23:35,3C/2D,8 High,Amanda King,0.2,0.26,0.37,0.29
SG3459,3459,"December 06, 2021, 12:00:00 AM",00:00,10H/3C,A High,Dylan Alvarado,0.86,0.51,0.68,0.15
SG3460,3460,"December 10, 2021, 12:00:00 AM",02:25,4S/5C,10 High,Jon Miller,0.83,0.26,0.52,0.07
SG3461,3461,"February 09, 2022, 12:00:00 AM",01:20,4D/QS,10 High,Stephanie Riley,0.83,0.53,0.11,0.9
SG3462,3462,"August 04, 2021, 12:00:00 AM",01:30,6H/7D,Pair of As,Robert Thomas,0.83,0.12,0.62,0.0
SG3463,3463,"May 30, 2022, 12:00:00 AM",05:35,10D/AD,Pair of 2s,Kaitlyn Williams,0.14,0.04,0.57,0.03
SG3464,3464,"October 05, 2021, 12:00:00 AM",13:50,JD/6C,Pair of 2s,Walter Black,0.8,0.54,0.62,0.34
SG3465,3465,"December 14, 2021, 12:00:00 AM",01:10,AC/QS,A High,Mindy Kemp,0.15,0.58,0.46,0.25
SG3466,3466,"July 10, 2021, 12:00:00 AM",14:15,5D/QC,A High,Benjamin Williams,0.84,0.21,0.36,0.14
SG3467,3467,"August 06, 2021, 12:00:00 AM",07:05,9D/4S,8 High,Mrs. Sharon Patton,0.26,0.22,0.57,0.27
SG3468,3468,"July 29, 2021, 12:00:00 AM",02:20,QD/7D,Pair of As,Kevin Walker,0.2,0.64,0.27,0.21
SG3469,3469,"November 19, 2021, 12:00:00 AM",16:00,4H/AS,A High,Kerri Lopez,0.42,0.62,0.08,0.23
SG3470,3470,"January 14, 2022, 12:00:00 AM",13:50,8S/KD,8 High,Erin Day,0.65,0.52,0.51,0.32
SG3471,3471,"February 20, 2022, 12:00:00 AM",17:10,3H/2C,8 High,Kristen Murray,0.96,0.88,0.57,0.1
SG3472,3472,"November 12, 2021, 12:00:00 AM",11:15,QD/6H,Pair of 2s,Randall Vazquez,0.83,0.14,0.98,0.03
SG3473,3473,"September 15, 2021, 12:00:00 AM",13:45,3D/9S,8 High,John Long,0.02,0.5,0.7,0.25
SG3474,3474,"August 27, 2021, 12:00:00 AM",13:55,2S/10D,8 High,Mr. Michael Haas DVM,0.44,0.27,0.3,0.87
SG3475,3475,"February 19, 2022, 12:00:00 AM",16:00,QD/5D,Pair of 2s,Stephanie Delgado,0.26,0.92,0.36,0.05
SG3476,3476,"September 06, 2021, 12:00:00 AM",17:30,AH/5D,Pair of 2s,David Dixon,0.67,0.06,0.85,0.15
SG3477,3477,"January 03, 2022, 12:00:00 AM",14:05,QC/7S,8 High,Alejandra Thompson,0.52,0.31,0.53,0.42
SG3478,3478,"May 19, 2022, 12:00:00 AM",13:55,8H/AH,10 High,Keith Gomez,0.37,0.44,0.71,0.35
SG3479,3479,"September 03, 2021, 12:00:00 AM",18:50,2D/8C,Pair of As,Barbara Shah,0.1,0.48,1.0,0.27
SG3480,3480,"September 15, 2021, 12:00:00 AM",05:35,7S/6D,Pair of As,Jason Washington,0.37,0.19,0.02,0.87
SG3481,3481,"September 27, 2021, 12:00:00 AM",10:00,JH/KS,Pair of As,Robert Dixon,0.65,0.61,0.47,0.92
SG3482,3482,"September 27, 2021, 12:00:00 AM",18:00,9H/KC,8 High,Daniel Nunez,0.18,0.72,0.34,0.05
SG3483,3483,"June 08, 2021, 12:00:00 AM",18:45,AC/JH,A High,Andrea Whitaker,0.76,0.13,0.74,0.54
SG3484,3484,"December 15, 2021, 12:00:00 AM",14:45,6C/2S,Pair of 2s,Jennifer Parker,0.11,0.51,0.17,0.68
SG3485,3485,"May 02, 2022, 12:00:00 AM",06:15,JC/10D,A High,Lisa Armstrong,0.7,0.15,0.12,0.77
SG3486,3486,"November 22, 2021, 12:00:00 AM",16:35,2H/2H,Pair of As,Carrie Griffin,0.57,0.52,0.11,0.95
SG3487,3487,"June 16, 2021, 12:00:00 AM",14:10,8S/QC,A High,Sherri Hernandez,0.35,0.07,0.84,0.4
SG3488,3488,"August 04, 2021, 12:00:00 AM",22:00,AS/2D,Pair of As,Donald Lee,0.6,0.54,0.49,0.12
SG3489,3489,"December 21, 2021, 12:00:00 AM",08:20,KS/9D,A High,Natalie Davies,0.52,0.66,0.68,1.0
SG3490,3490,"January 07, 2022, 12:00:00 AM",14:30,AH/3S,A High,Brett Gould DDS,0.34,0.77,0.34,0.68
SG3491,3491,"February 02, 2022, 12:00:00 AM",14:15,AH/KD,Pair of 2s,Todd Thomas,0.27,0.97,0.38,0.77
SG3492,3492,"August 16, 2021, 12:00:00 AM",04:05,7H/2D,8 High,Thomas Brennan,0.36,0.65,0.83,0.38
SG3493,3493,"January 10, 2022, 12:00:00 AM",15:05,2S/10D,10 High,Erin Wright,0.66,0.57,0.6,0.78
SG3494,3494,"August 27, 2021, 12:00:00 AM",12:10,7H/5H,8 High,Todd Hernandez,0.29,0.36,0.24,0.46
SG3495,3495,"June 24, 2021, 12:00:00 AM",15:55,KC/3D,Pair of As,Catherine Barrett,0.16,0.63,0.71,0.76
SG3496,3496,"September 25, 2021, 12:00:00 AM",21:55,10H/5S,Pair of As,Marissa Fisher,0.87,0.66,0.37,0.23
SG3497,3497,"December 27, 2021, 12:00:00 AM",11:00,6S/3S,10 High,Eric Park,0.2,0.54,0.41,0.29
SG3498,3498,"May 10, 2022, 12:00:00 AM",03:45,9H/7C,Pair of As,Andrea Scott,0.23,0.92,0.87,0.46
SG3499,3499,"July 29, 2021, 12:00:00 AM",19:45,10H/6S,10 High,Robert Spencer,0.28,0.65,0.57,0.02
SG3500,3500,"April 17, 2022, 12:00:00 AM",01:00,JD/9C,Pair of 2s,Taylor Mccormick,0.56,0.29,0.35,0.05
SG3501,3501,"May 13, 2022, 12:00:00 AM",09:15,KS/10C,8 High,Courtney Lang,0.28,0.74,0.62,0.79
SG3502,3502,"June 28, 2021, 12:00:00 AM",00:55,2H/6S,10 High,Micheal Rodriguez,0.8,0.43,0.34,0.64
SG3503,3503,"March 15, 2022, 12:00:00 AM",13:15,8H/5C,10 High,Brandon Wells,0.89,0.74,0.99,0.94
